objek wisata,ulasan,atraksi1,atraksi2,atraksi3,amenitas1,amenitas2,amenitas3,aksesibilitas1,aksesibilitas2,aksesibilitas3,hasil atraksi,hasil amenitas,hasil aksesibilitas
alun alun,Bayak permainan buat anak2. Kalau anak saya ke alun2 lamongan.... kalau diajak pulang tu gak mau.... maunya main...... terus,,positif,positif,,,,,,,positif,,
alun alun,"alun alun kota yg bersih, untuk kuliner Nasi Boranan yg khas lamongan, rasanya cukup nikmat",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Tempat paling sering dikunjungi saat weekand bareng keluarga,,positif,positif,positif,,,,,,positif,,
alun alun,Cocok utk santai bersama keluarga di sore hari sampai malam,,positif,positif,positif,,,,,,positif,,
alun alun,"Banyak permainan anak, tempat nya nyaman",,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"permainan anak"" tolong sering dicek kelayakannya,untuk parkir tolong digratiskan untuk plat Lamongan.",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,"Tamannya luas, suasananya juga rindang dan asri, plus deket2 sana banyak banget yg jual makanan, jadinya kalo laper bisa lgsg makan",,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Tempat hiburan alternatif bagi warga kota lamongan. Beberapa wahana bisa ditemukan di sekitar alon alon kota.,,positif,positif,,,,,,,positif,,
alun alun,"Anak saya senang klo diajak main ke alun alun lamongan, semoga kebersihan dan permainan2 nya yang ada bisa lebih dijaga lagi",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Anak anak saya senang saat bermain disana..,,positif,positif,positif,,,,,,positif,,
alun alun,Taman bermain buat anak2..tempat bersih nyaman,,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Banyak tikus, penerangan kurang, alat bermain tidak terawat",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Ruang terbuka publik yg kaya wahana permainan,positif,positif,positif,,,,,,,positif,,
alun alun,"Cukup representatif untuk rekreasi keluarga, tetep jaga prokes ya gaeesss",,positif,positif,positif,,,,,,positif,,
alun alun,"Tempat bermain dan berkumpul bersama anak di pusat kota lamongan..
Banyak aneka kuliner dan juga mainan untuk anak2..
Tempatnya luas dan juga nyaman..
Dekat dengan pasar besar dan juga masjid agung..",,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Tempat yg rekomend bgt untuk bersantai bersama keluarga ataupun teman bahkan pasangan. Melepas lelah berkendaraan mungkinuntuk singgah sejenak,,positif,positif,positif,,,,,,positif,,
alun alun,"Bersih, enak buat olahraga atau bersantai pagi bareng keluarga",,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Alun-alunnya cukup bersih,,,,positif,positif,positif,,,,,positif,
alun alun,Tmpat yg co2k untuk refresing anak2,,positif,positif,positif,,,,,,positif,,
alun alun,Tempat yang menyenangkan untuk bermain bersama keluarga.,,positif,positif,positif,,,,,,positif,,
alun alun,Taman alun-alun yg bagus terutama di tempatkan masjid agung di situ sangat berguna sekali,,positif,positif,positif,,,,,,positif,,
alun alun," di taman bermainnya beberapa alat bermain  rusak, mungkin karena terlalu sering dipakai.",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Bermain bersama anak2.. sayangnya bianglala tidak beroperasi padahal menurut info sudah beroperasi,negatif,negatif,negatif,,,,,,,negatif,,
alun alun,Bagus tp ada beberapa titik kurang terawat dan juga parkir yang masih memakai bahu jalan,,,,negatif,negatif,negatif,,,,,negatif,
alun alun,"Bersih, nyaman klo untuk jogging",,,,positif,positif,positif,,,,,positif,
alun alun,"Masjidnya indah dan megah syangnya td ada area parkir khusus masjid,,prkir di area alun2",positif,,positif,negatif,negatif,negatif,,,,positif,negatif,
alun alun,Alun alun lamongan terkesan tertata,,,,positif,positif,positif,,,,,positif,
alun alun,"Tempat parkirnya mudah, sekarang ada stan makannya di sisi timur jadi lebih enak. Luas banget",,,,positif,positif,positif,,,,,positif,
alun alun,taman dan tempatnya asik buat nyatai dan buat liburan,positif,positif,positif,,,,,,,positif,,
alun alun,"Sekarang alun-alun lamongan nggak seperti dulu.. dulu ramai asik
Sekarang sepi nggk ada pa2 cuman dibaut tempat pacaran",,negatif,negatif,negatif,,,,,,negatif,,
alun alun,"beberapa fasilitas baru, suka dg banyaknya desain dudukan di landscape nya hanya masih kurang pohon peneduh saja",,,,positif,positif,positif,,,,,positif,
alun alun,"Setelah berkendara jauh kami bisa istrhat dsni dengan santai, parkiran aman juga",,,,positif,positif,positif,,,,,positif,
alun alun,Salah satu alun-alun terbaik dan ternyaman di Indonesia,,positif,positif,positif,,,,,,positif,,
alun alun,Tempat refreshing bagi warga Lamongan yg ada tempat bermainnya dan ada juga pohon kurma yang sudah keluar manggarnya,,positif,positif,,,,,,,positif,,
alun alun,"Kalo Minggu rame banget, mau cari sarapan macem2",,,,positif,positif,positif,,,,,positif,
alun alun,"Tempat asyik buat main waktu malam,hangout sama keluarga",,positif,positif,positif,,,,,,positif,,
alun alun,Tempat yg asri enak sekali buat santai sambil nunggu shalat berjamaah di masjid agung Lamongan,positif,positif,positif,,,,,,,positif,,
alun alun,Kotor banyak sampah bertebaran dimana2... Aku orang Surabaya yang main kesana melihat banyak orang lokal suka buang sampah seenaknya,,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Tempat sih sejuk...banyak temapt duduk nya,,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Kesana menarik sambil istirahat dan sholat Ashar berjamaah di masjid belakang alun alun.,positif,positif,positif,,,,,,,positif,,
alun alun,"Kalo sore banya orang joging dan olahraga, tempatnya sejuk dan rumayan asri",,positif,positif,positif,,,,,,positif,,
alun alun,Sebulan sekali saya selalu rutin goes kesini. Dari sby - alun2 lamongan. Tempatnya lumayan bersih. Nyaman dan sippp pokoknya buat lamongan,,,,positif,positif,positif,,,,,positif,
alun alun,Alun alun yang lengkap dan nyaman untuk bermain,,,,positif,positif,positif,,,,,positif,
alun alun,"Bagus,rapi,bersih,tempatnya nyaman...cocok jg utk tmpat bermain anak-anak a",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Alun-alunnya dan masjidnya indah, ramai bikin betah santai disini bersama keluarga",positif,positif,positif,positif,,,,,,positif,,
alun alun,Taman hiburan keluarga yang sangat strategis di tengah kota,,,,,,,positif,positif,positif,,,positif
alun alun,"Tempat ini sangat cocok untuk anak kecil, tempat bermain sangat beragam dan banyak juga. Selain itu, tempatnya di depan masjid.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Asyik banyak mainan tapi perlu pemeliharaan untuk mainan rusaknya,,,,negatif,negatif,negatif,,,,,negatif,
alun alun,"Tempatnya bersih terawat, nyaman dan banyak mainan anak2",,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Alun-alunnya bagus dan bersih. Tertata apik. Tempat bermain warga lokal lamongan. Ada bianglala lumayan besar, play park untuk anak-anak, kandang burung juga ada.

Untuk parkir di sekeliling area alun-alun.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Tempatnya asik, banyak hiburan, banyak kuliner, semoga bisa terus berkembang",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Bisa buat santai bareng keluarga,, sayang kebersihannya tidak terjaga,",,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
alun alun,"Masjid Agung Lamongan, areanya luas masih banyak pohon rindang, dekat dg alun2.",,,positif,positif,positif,positif,,,,,positif,
alun alun,"Banyak orang jualan, cocok untuk bersantai, jogging. Halaman alun² luas dan sejuk banget banyak pepohonan",,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Taman alun"" kota lamaongan kurang di rwat jadi tidak sedap d pandang,mainan komidi putarnya rusak tidak segera d perbaiki sehingga tidak bisa d nikmati.kolam air mancur dindingnya berlumut,tidak di bersihkan oleh unit lingkungan hidup.lampu banyak yg padam,sehingga d khawatirkan terjadi tindakan asusila.",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Tamannya bgus cuma bnyak yg rusak untuk permainan anak²nya,,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Permainan tdk safety sama skali..perlu baikan,negatif,negatif,negatif,,,,,,,negatif,,
alun alun,Luas sejuk nyaman,,positif,,positif,positif,positif,,,,,positif,
alun alun,"Bagus,, byk tempat bermain",positif,positif,positif,negatif,positif,,,,,positif,,
alun alun,"Tempat ini baik untuk Rekreasi dan berolahraga ringan, juga pagi baik untuk menambah imun karena oksigen melimpah",,positif,positif,positif,,,,,,positif,,
alun alun,Tempat yang nyaman untuk bermain dengan anak-anak,,,,positif,positif,positif,,,,,positif,
alun alun,"Cukup luas dengan dilengkapi beberapa permainan anak dan taman, lumayan buat sekedar olahraga",positif,positif,positif,,,,,,,positif,,
alun alun,Nyaman tentram disaat jelang shubuh berjamaah disebelah barat,,,,positif,positif,positif,,,,,positif,
alun alun,Tempat yang cocok untuk membawa anak bagi yang sudah berkeluarga,,positif,positif,positif,,,,,,positif,,
alun alun,"Tempatnya luas, mainan anak² banyak",positif,positif,positif,,,,,,,positif,,
alun alun,"Pada saat ini fasilitas² di alun² membutuhkan perawatan.
Alangkah baiknya di jadwalkan perawatan secara berkala per/brp bulan sekali demi kenyamanan&keamanan bersama.
#Lamongan_megilan",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Masya Allah indah,,positif,positif,,,,,,,positif,,
alun alun,Tempat Kumpul Keluarga Yang Nyaman Dan Menyenangkan,,positif,positif,positif,,,,,,positif,,
alun alun,"orang jualan dilarang jadi sepi alun- alunnya, sebenanya cukup bagus tempatnya",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,"Terakhir ke sini 2009
Sekarang sudah banyak berubah
Banyak mainan untuk anak",positif,positif,positif,,positif,,,,,positif,,
alun alun,"Tempat rame, halaman bersih. Ada playground juga",positif,,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Bagus,, bersih jg tempatnya",,,,positif,positif,positif,,,,,positif,
alun alun,"alun alun Lamongan bersih, indah,nyaman dan byk arena permainan bagi anak2x.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Alun2nya luas, banyak permainan anak2,",positif,positif,positif,,,,,,,positif,,
alun alun,"Sambil nunggu berbuka main ke alun-alun Lamongan dulu. Setelah direnovasi, Alun-Alun Kota Lamongan menjadi lebih indah",positif,positif,positif,,,,,,,positif,,
alun alun,"Tempatnya bersih bangettttt deket sama masjid agung. Luas, recomended buat ajak-ajak ada tempat bermain",,,,positif,positif,positif,,,,,positif,
alun alun,"Bagus, Bersih, Dekat Masjid Agung yg juga bersih dan Indah",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,Taman kota yang asri di pusat kota Lamongan,positif,positif,positif,,,,,,,positif,,
alun alun," pedagang PKL kurang tertata rapi. Alun"" terlihat asyik kl para pedagangnya banyak and tertata rapi",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Bagus daa tempat bermain dan dekat masjid agung,positif,positif,positif,,positif,positif,,,,positif,positif,
alun alun,Sangat nyaman untuk joging pagi hari. Udaranya masih segar n bersih?,,,,positif,positif,positif,,,,,positif,
alun alun,"bagus, banyak permainan buat anak anak, hanya saja masalah penerangan saya rasa masih kurang.",,positif,positif,negatif,positif,negatif,,,,positif,negatif,
alun alun,"Bagus sekali, rindang ada bianglala dan air mancur",positif,positif,positif,,,,,,,positif,,
alun alun,"bagus luas, cocok buat bawa main anak² ada buat workout juga.",,positif,positif,,,,,,,positif,,
alun alun,"Banyak wahana main di taman spt ayunan, perosotan, jungkat-jungkit, peralatan olahraga, air mancur, bianglala, sarang burung, dsb dan taman benar2 terjaga dan terawat. Dekat dengan masjid juga. Mantabs",positif,positif,positif,,,,,,,positif,,
alun alun,"Tempat nya bersih, tertata dgn baik, aman dan cukup luas.. ",,,,positif,positif,positif,,,,,positif,
alun alun,Pengen naik bianglala nya tapi ga buka2,,negatif,negatif,negatif,negatif,,,,,negatif,negatif,
alun alun,Tempatnya bersih nyaman,,,,positif,positif,positif,,,,,positif,
alun alun,"Setiap hari Minggu mesti di tutup untuk car free day, Tempat jogging fav masy kota Lamongan. Dan banyak spot menarik buat foto",positif,positif,positif,,,,,,,positif,,
alun alun,Nyaman buat ngajak anak² bernain d sini,,positif,positif,positif,,,,,,positif,,
alun alun,Lumayan bagus buat bersantai dah spot foto. Bagian selatan bayar parkir nya 3k,positif,positif,positif,,positif,positif,,,,positif,positif,
alun alun,Tamannya luas dan bersih,,,,positif,positif,positif,,,,,positif,
alun alun,"Bagus, cocok buat santai.. banyak jajanan juga",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,tempat yg nyaman unt ank² bermain,,positif,positif,positif,,,,,,positif,,
alun alun,Tiket parkir mahal+wifi eror,,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Majib di kunjungi buat hiburan rekreasi sama keluarga,,positif,positif,,,,,,,positif,,
alun alun,Tempat nya bersih cocok buat main anak-anak wkwkwkw,,,,positif,positif,positif,,,,,positif,
alun alun,"Tempat Nyaman ,Rindang dan adem ,banyak permainan anak ,banyak tempat untuk istirahat ,asyik untuk berfoto ria .",positif,positif,positif,,,,,,,positif,,
alun alun,"Meski kurang terawat, tp cukup lumayan",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,bianglala jarang buka,negatif,negatif,negatif,,,,,,,negatif,,
alun alun,Alun2nya bersih banyak permainan anak2 ditaman,positif,,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Bersih, menarik, lebih tertata, ada mainan, ada play ground",positif,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Salah satu alun"" terbersih yang pernah saya kunjungi, banyak tempat bersantai , pepohonan rindang, dan parkir luas.",positif,positif,positif,,positif,positif,,,,positif,positif,
alun alun,Cocok buat healing tipis2,,positif,positif,,,,,,,positif,,
alun alun,"bagus si sebenernya, tp sedikit gelap",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Setahun lebih gak ke alun-alun. Ketika kesini lagi sudah banyak berubah. Lebih bagus dan lebih menyenangkan.,positif,positif,positif,,,,,,,positif,,
alun alun,Lumayan. Beberapa tempat bermain sudah perlu diperbaiki sepertinya. Semoga ke depannya lebih baik,,,,positif,positif,positif,,,,,positif,
alun alun,Tempatnya nyaman sejuk,,,,positif,positif,positif,,,,,positif,
alun alun,Buat istirahat sejenak boleh lah. Semoga toiletnya bisa lebih bersih lagi.,,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
alun alun,"Pengalaman saya di alun-alun Lamongan itu sangat indah dan sehat , menarik",positif,positif,positif,,,,,,,positif,,
alun alun,Setelah 3 tahun akhirnya bisa mudik lagi ke kampung halaman,,,,,,,,,,,,
alun alun,"Tempatnya bagus buat CFD di hari libur, recomended banget",positif,positif,positif,,,,,,,positif,,
alun alun,"Pemandangan yg bagus...
Banyak spot foto
Dekat dengan masjid",positif,,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Taman kota yg tenang, cocok buat refres saat sore hari.",,positif,positif,positif,,,,,,positif,,
alun alun,Lumayan ramai..tempat kulinernya juga banyak,,,,positif,positif,positif,,,,,positif,
alun alun,wahana bermain seru untuk anak2 tempatnya bersih,,positif,positif,positif,positif,positif,,,,positif,positif,
alun alun,"Meskipun tiap hari bermain di alun"" gk akan pernah bosan....banyak sekali permainan nya ...ak suka",,positif,positif,,,,,,,positif,,
alun alun,"Fasilitasnya bagus. Tapi makin kesini kok banyak yg tidak terawat seperti lampu taman yg mati, dan keran air cuci tangan tidak menyala",,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Tempatnya bagus,,,,,,,,,,,,
alun alun,Tempat yang untuk bermain dengan sanak keluarga,,positif,positif,,,,,,,positif,,
alun alun,"Banyak permainan untuk anak-anak, ada wahana bianglala juga, terus juga tamannya bagus dan asri,, bagus untuk foto"" Dan juga bagus untuk liburan bersama keluarga..",positif,positif,positif,,,,,,,positif,,
alun alun,Kita sebagai warga kota Lamongan selalu menjaga dan merawatnya,,,,positif,positif,positif,,,,,positif,
alun alun,Tempat nya ramai di kota Lamongan parkir agak susah untuk kendaran mobil,,,,negatif,negatif,negatif,,,,,negatif,
alun alun,Tempat yang bisa digunakan sebagai wahana rekreasi keluarga,,positif,positif,,,,,,,positif,,
